325,154846191406
283,538635253906
30,2460193634033
0
319,772430419922
22,1820640563965
30,2460193634033
312,802703857422
23,4865741729736
219,318511962891
319,772430419922
358,361877441406
324,696563720703
308,902709960938
216,146575927734
303,703979492188
183,150207519531
8,71665000915527
233,32243347168
18
169,279708862305
306,649993896484
303,703979492188
268,146575927734
11,8224363327026
18
7,56852054595947
296,899993896484
319,772430419922
183,150207519531
319,772430419922
218,492568969727
308,902709960938
12,3502025604248
325,154846191406
11,8224363327026
325,154846191406
302,447662353516
0
7,56852054595947
308,902709960938
308,902709960938
218,492568969727
18
216,146575927734
183,150207519531
18
8,63857650756836
319,772430419922
8,71665000915527
8,63857650756836
8,71665000915527
319,355285644531
358,361877441406
360,094940185547
308,902709960938
231,994110107422
380,906921386719
358,361877441406
358,361877441406
11,8224363327026
169,279708862305
211,872436523438
207,521835327148
304,11572265625
8,71665000915527
307,453796386719
8,63857650756836
207,521835327148
268,146575927734
18
29,822437286377
8,71665000915527
177,129455566406
319,772430419922
324,696563720703
283,538635253906
358,361877441406
23,4865741729736
325,154846191406
7,56852054595947
21,0178489685059
29,822437286377
29,822437286377
8,63857650756836
207,521835327148
219,318511962891
8,71665000915527
358,361877441406
219,318511962891
266,752807617188
11,8224363327026
11,8224363327026
376,956420898438
219,318511962891
260,860687255859
308,867004394531
18
334,446594238281
324,696563720703
10,2465848922729
18
307,453796386719
266,752807617188
9,93604469299316
228,34765625
0
10,2465848922729
251,399993896484
283,538635253906
10,2465848922729
23,4865741729736
292,617004394531
21,0178489685059
319,772430419922
8,71665000915527
8,64609718322754
8,63857650756836
231,994110107422
311,084411621094
177,129455566406
334,446594238281
352,306915283203
260,860687255859
7,56852054595947
11,8224363327026
0
283,538635253906
302,447662353516
218,492568969727
285,502716064453
10,2465848922729
218,492568969727
302,447662353516
10,2465848922729
29,822437286377
334,446594238281
218,492568969727
29,822437286377
194,521835327148
216,146575927734
218,492568969727
0
10,2465848922729
23,4865741729736
308,902709960938
8,63857650756836
219,318511962891
283,920288085938
319,772430419922
180,897644042969
358,361877441406
169,279708862305
29,822437286377
283,920288085938
325,154846191406
216,146575927734
9,03686904907227
304,11572265625
260,860687255859
325,154846191406
266,752807617188
299,84765625
260,860687255859
8,64609718322754
194,521835327148
334,446594238281
324,696563720703
216,146575927734
0
283,920288085938
8,64609718322754
9,93604469299316
319,772430419922
0
377,75
0
0
292,046691894531
11,8224363327026
283,920288085938
216,146575927734
8,63857650756836
266,752807617188
216,146575927734
334,446594238281
8,63857650756836
8,71665000915527
230,019729614258
216,146575927734
259,220275878906
9,93604469299316
12,8659429550171
12,8550577163696
0
11,7657337188721
286,766998291016
283,920288085938
10,2465848922729
325,154846191406
321,224456787109
176,083999633789
182,99658203125
8,63857650756836
217,620300292969
333,950012207031
38,9881896972656
259,602813720703
7,56852054595947
0
8,64609718322754
259,602813720703
283,920288085938
38,9881896972656
324,696563720703
308,902709960938
8,63857650756836
283,538635253906
29,822437286377
29,822437286377
36,0293884277344
325,154846191406
0
0
228,34765625
324,696563720703
9,93604469299316
36,0293884277344
11,8224363327026
12,8550577163696
314,002868652344
10,0976486206055
9,93604469299316
9,93604469299316
259,602813720703
29,822437286377
0
7,56852054595947
7,56852054595947
11,8224363327026
36,0293884277344
11,8224363327026
36,0293884277344
29,0607967376709
12,8550577163696
8,64609718322754
358,361877441406
334,446594238281
29,0607967376709
10,0976486206055
10,0976486206055
259,602813720703
29,822437286377
386,274169921875
11,8224363327026
8,64609718322754
0
8,63857650756836
0
9,93604469299316
0
0
396,510223388672
0
267,366271972656
8,71665000915527
283,920288085938
324,696563720703
0
29,822437286377
324,696563720703
8,63857650756836
259,220275878906
0
9,93604469299316
11,8224363327026
8,71665000915527
7,56852054595947
8,71665000915527
395,269897460938
11,8224363327026
0
0
321,224456787109
29,822437286377
299,84765625
334,446594238281
308,902709960938
10,2465848922729
0
349,648986816406
9,03686904907227
283,920288085938
216,146575927734
319,772430419922
8,71665000915527
0
8,71665000915527
283,920288085938
283,920288085938
260,860687255859
12,8550577163696
9,93604469299316
10,2465848922729
259,220275878906
9,03686904907227
7,56852054595947
299,84765625
8,64609718322754
10,0976486206055
9,93604469299316
206,897644042969
283,538635253906
9,93604469299316
0
0
8,71665000915527
320,492980957031
8,71665000915527
283,920288085938
9,03686904907227
206,897644042969
0
0
373,906524658203
11,7657337188721
216,146575927734
10,0976486206055
216,146575927734
395,269897460938
9,03686904907227
29,822437286377
10,2200784683228
12,5596570968628
29,822437286377
325,154846191406
9,93604469299316
0
259,220275878906
325,154846191406
334,446594238281
9,03686904907227
8,63857650756836
9,03686904907227
29,0607967376709
29,822437286377
8,64609718322754
12,8550577163696
29,822437286377
8,71665000915527
29,822437286377
310,022430419922
380,906921386719
0
260,860687255859
11,8224363327026
358,361877441406
10,2465848922729
283,920288085938
352,306915283203
26,9269714355469
310,281982421875
352,306915283203
260,860687255859
10,0976486206055
320,492980957031
11,8224363327026
36,0293884277344
268,146575927734
267,366271972656
9,93604469299316
0
8,64609718322754
217,620300292969
0
0
217,620300292969
221,84765625
12,8550577163696
11,8224363327026
329,704864501953
248,800003051758
26,9269714355469
10,2200784683228
29,822437286377
376,956420898438
8,63857650756836
270,59765625
9,93604469299316
0
12,8550577163696
8,71665000915527
180,897644042969
12,5596570968628
8,71665000915527
29,822437286377
284,816650390625
334,446594238281
29,822437286377
358,361877441406
29,822437286377
334,446594238281
8,71665000915527
320,492980957031
21,0178489685059
29,0689888000488
270,59765625
283,920288085938
12,8550577163696
26,9269714355469
286,766998291016
216,146575927734
9,93604469299316
257,516662597656
0
29,0689888000488
216,146575927734
10,2465848922729
8,41739368438721
11,8224363327026
216,146575927734
259,220275878906
319,355285644531
324,696563720703
211,120300292969
10,2465848922729
0
283,538635253906
259,220275878906
268,146575927734
308,902709960938
24,8692779541016
26,9269714355469
26,9269714355469
7,56852054595947
268,146575927734
