182,99658203125
0
310,396575927734
11,8224363327026
0
10,78111743927
334,446594238281
10,0976486206055
283,538635253906
9,93604469299316
9,03686904907227
11,8224363327026
8,71665000915527
259,602813720703
376,956420898438
319,772430419922
283,920288085938
11,8224363327026
10,0976486206055
11,7657337188721
218,492568969727
303,522430419922
10,2465848922729
9,93604469299316
12,8550577163696
259,602813720703
0
26,9269714355469
283,538635253906
218,492568969727
270,59765625
206,897644042969
357,021820068359
380,906921386719
357,021820068359
9,93604469299316
29,0689888000488
0
194,521835327148
334,446594238281
9,93604469299316
334,446594238281
7,56852054595947
283,538635253906
182,99658203125
8,71665000915527
357,021820068359
182,99658203125
11,8224363327026
13,4254388809204
376,956420898438
24,8692779541016
180,897644042969
325,154846191406
303,522430419922
325,154846191406
259,602813720703
10,3943490982056
0
24,8692779541016
10,0976486206055
29,822437286377
21,0178489685059
286,766998291016
270,59765625
321,224456787109
283,538635253906
216,146575927734
10,78111743927
0
29,0689888000488
12,8550577163696
8,64609718322754
9,03686904907227
303,522430419922
10,0976486206055
291,822448730469
29,0689888000488
29,0689888000488
283,920288085938
230,019729614258
9,03686904907227
9,93604469299316
221,84765625
259,220275878906
29,822437286377
8,41739368438721
9,03686904907227
12,8550577163696
9,03686904907227
29,0689888000488
330,676055908203
303,522430419922
0
24,8692779541016
358,649993896484
319,772430419922
270,59765625
9,93604469299316
284,816650390625
376,956420898438
283,920288085938
334,446594238281
211,120300292969
216,146575927734
259,220275878906
8,71665000915527
283,538635253906
7,56852054595947
281,299987792969
10,2465848922729
334,446594238281
26,9269714355469
284,396575927734
259,602813720703
24,8692779541016
176,083999633789
357,021820068359
259,220275878906
24,8692779541016
357,021820068359
283,920288085938
8,64609718322754
21,4120388031006
8,71665000915527
284,816650390625
29,822437286377
8,63857650756836
216,146575927734
10,0976486206055
8,71665000915527
7,56852054595947
9,93604469299316
216,146575927734
0
259,602813720703
376,956420898438
291,846069335938
12,8550577163696
0
259,532196044922
230,019729614258
11,8224363327026
0
8,71665000915527
180,897644042969
270,59765625
211,120300292969
29,0689888000488
0
321,224456787109
9,93604469299316
216,146575927734
8,41739368438721
8,64609718322754
12,8550577163696
284,396575927734
29,0689888000488
376,956420898438
10,2200784683228
0
29,0689888000488
0
11,8224363327026
268,146575927734
7,56852054595947
0
29,822437286377
10,0976486206055
7,56852054595947
258,093139648438
9,93604469299316
352,306915283203
267,366271972656
9,03686904907227
0
291,822448730469
10,2465848922729
8,71665000915527
0
0
0
268,146575927734
251,802825927734
321,224456787109
9,03686904907227
18,5603694915771
281,950012207031
8,63857650756836
21,4120388031006
9,72689628601074
21,4120388031006
0
357,021820068359
10,0976486206055
12,8550577163696
321,224456787109
8,63857650756836
29,0689888000488
24,8692779541016
10,78111743927
13,4254388809204
276,100006103516
29,0689888000488
36,0293884277344
29,0689888000488
323,5830078125
9,03686904907227
8,63857650756836
251,802825927734
176,083999633789
180,897644042969
29,0689888000488
260,860687255859
257,516662597656
0
334,446594238281
9,93604469299316
8,63857650756836
283,920288085938
216,146575927734
21,4120388031006
308,902709960938
286,766998291016
12,8550577163696
270,59765625
376,956420898438
8,71665000915527
8,64609718322754
29,0689888000488
216,146575927734
333,146575927734
310,396575927734
12,8550577163696
9,03686904907227
211,120300292969
357,021820068359
325,154846191406
254,266647338867
9,93604469299316
195,197647094727
21,0178489685059
260,860687255859
9,93604469299316
8,63857650756836
286,766998291016
8,41739368438721
26,9269714355469
9,93604469299316
8,71665000915527
29,0689888000488
0
29,822437286377
9,03686904907227
333,146575927734
258,093139648438
286,766998291016
0
283,538635253906
254,982192993164
0
260,84765625
7,56852054595947
216,146575927734
9,93604469299316
29,0689888000488
282,668304443359
310,396575927734
287,799987792969
9,72689628601074
284,060729980469
283,538635253906
244,920288085938
8,41739368438721
357,021820068359
310,396575927734
254,266647338867
333,146575927734
0
9,03686904907227
10,2465848922729
9,93604469299316
332,156890869141
376,956420898438
8,64609718322754
270,5595703125
0
18,5603694915771
267,366271972656
9,93604469299316
215,997650146484
254,266647338867
325,154846191406
8,64609718322754
268,146575927734
9,93604469299316
8,64609718322754
36,0293884277344
283,920288085938
9,03686904907227
291,822448730469
182,99658203125
9,93604469299316
310,396575927734
321,224456787109
283,538635253906
0
9,03686904907227
8,71665000915527
9,93604469299316
7,56852054595947
254,982192993164
325,154846191406
11,8224363327026
9,72689628601074
333,146575927734
223,519729614258
9,26741600036621
8,71665000915527
211,120300292969
21,4120388031006
254,266647338867
223,519729614258
9,93604469299316
9,93604469299316
26,9269714355469
10,0976486206055
251,802825927734
21,4120388031006
29,822437286377
283,920288085938
9,72689628601074
8,64609718322754
21,4120388031006
283,920288085938
9,03686904907227
208,99658203125
14,1587448120117
8,71665000915527
9,26741600036621
8,63857650756836
8,63857650756836
0
283,920288085938
9,93604469299316
325,154846191406
9,93604469299316
29,0689888000488
208,99658203125
11,8224363327026
309,058990478516
284,060729980469
8,71665000915527
182,99658203125
8,63857650756836
9,03686904907227
254,266647338867
9,03686904907227
260,8095703125
9,72689628601074
9,93604469299316
296,899993896484
182,99658203125
267,366271972656
376,956420898438
0
36,0293884277344
8,71665000915527
319,772430419922
9,03686904907227
284,060729980469
0
11,8224363327026
12,8550577163696
182,99658203125
21,4120388031006
29,0689888000488
208,99658203125
9,03686904907227
308,902709960938
28,1047019958496
26,9269714355469
10,210165977478
9,03686904907227
283,538635253906
10,2465848922729
234,5
8,71665000915527
284,816650390625
308,902709960938
283,920288085938
182,99658203125
176,083999633789
0
9,72689628601074
9,93604469299316
9,72689628601074
29,822437286377
9,93604469299316
218,492568969727
36,0293884277344
182,99658203125
244,920288085938
371,649993896484
357,021820068359
8,71665000915527
376,956420898438
10,78111743927
7,56852054595947
308,902709960938
244,920288085938
283,920288085938
0
8,64609718322754
0
8,63857650756836
8,41739368438721
12,8550577163696
9,03686904907227
251,0595703125
182,99658203125
8,71665000915527
4,52714061737061
10,210165977478
284,816650390625
0
11,8224363327026
11,8224363327026
267,366271972656
8,63857650756836
21,0178489685059
0
244,920288085938
208,99658203125
321,224456787109
223,519729614258
310,396575927734
8,71665000915527
333,146575927734
376,956420898438
286,766998291016
310,396575927734
9,93604469299316
182,99658203125
0
7,56852054595947
8,64609718322754
29,822437286377
0
260,860687255859
9,93604469299316
29,0689888000488
29,0689888000488
376,956420898438
26,9269714355469
8,71665000915527
21,4120388031006
211,120300292969
254,982192993164
283,538635253906
9,93604469299316
29,0689888000488
283,920288085938
21,4120388031006
270,5595703125
244,920288085938
0
9,03686904907227
283,920288085938
333,146575927734
218,492568969727
244,920288085938
26,9269714355469
357,021820068359
19,0925960540771
11,8224363327026
7,56852054595947
12,8550577163696
9,03686904907227
284,816650390625
12,8550577163696
10,0976486206055
9,93604469299316
344,246307373047
268,146575927734
338,561340332031
213,397644042969
21,4120388031006
319,772430419922
0
312,5
182,99658203125
12,8550577163696
0
8,71665000915527
9,93604469299316
7,56852054595947
176,083999633789
8,71665000915527
9,03686904907227
182,99658203125
211,120300292969
357,021820068359
0
9,93604469299316
208,99658203125
4,52714061737061
373,136047363281
259,220275878906
208,99658203125
10,6749706268311
8,71665000915527
30,2860717773438
291,822448730469
268,146575927734
276,100006103516
268,146575927734
319,772430419922
223,519729614258
325,154846191406
29,822437286377
8,63857650756836
321,224456787109
8,64609718322754
8,71665000915527
8,71665000915527
9,03686904907227
357,021820068359
8,41739368438721
254,266647338867
14,1587448120117
0
0
260,860687255859
29,0689888000488
173,747650146484
12,8550577163696
182,99658203125
325,154846191406
0
259,046569824219
9,72689628601074
0
0
29,0689888000488
0
208,99658203125
319,772430419922
395,269897460938
9,93604469299316
230,019729614258
260,860687255859
325,154846191406
0
173,747650146484
373,136047363281
0
10,6749706268311
11,8224363327026
14,1587448120117
9,93604469299316
4,52714061737061
211,120300292969
10,2200784683228
