(5.000, -0.400, -0.100)
(5.000, -0.400, -0.090)
(5.000, -0.400, -0.080)
(5.000, -0.400, -0.070)
(5.000, -0.400, -0.060)
(5.000, -0.400, -0.050)
(5.000, -0.400, -0.040)
(5.000, -0.400, -0.030)
(5.000, -0.400, -0.020)
(5.000, -0.400, -0.010)
(5.000, -0.400, 0.000)
(5.000, -0.400, 0.010)
(5.000, -0.400, 0.020)
(5.000, -0.400, 0.030)
(5.000, -0.400, 0.040)
(5.000, -0.400, 0.050)
(5.000, -0.400, 0.060)
(5.000, -0.400, 0.070)
(5.000, -0.400, 0.080)
(5.000, -0.400, 0.090)
(5.000, -0.390, -0.100)
(5.000, -0.390, -0.090)
(5.000, -0.390, -0.080)
(5.000, -0.390, -0.070)
(5.000, -0.390, -0.060)
(5.000, -0.390, -0.050)
(5.000, -0.390, -0.040)
(5.000, -0.390, -0.030)
(5.000, -0.390, -0.020)
(5.000, -0.390, -0.010)
(5.000, -0.390, 0.000)
(5.000, -0.390, 0.010)
(5.000, -0.390, 0.020)
(5.000, -0.390, 0.030)
(5.000, -0.390, 0.040)
(5.000, -0.390, 0.050)
(5.000, -0.390, 0.060)
(5.000, -0.390, 0.070)
(5.000, -0.390, 0.080)
(5.000, -0.390, 0.090)
(5.000, -0.380, -0.100)
(5.000, -0.380, -0.090)
(5.000, -0.380, -0.080)
(5.000, -0.380, -0.070)
(5.000, -0.380, -0.060)
(5.000, -0.380, -0.050)
(5.000, -0.380, -0.040)
(5.000, -0.380, -0.030)
(5.000, -0.380, -0.020)
(5.000, -0.380, -0.010)
(5.000, -0.380, 0.000)
(5.000, -0.380, 0.010)
(5.000, -0.380, 0.020)
(5.000, -0.380, 0.030)
(5.000, -0.380, 0.040)
(5.000, -0.380, 0.050)
(5.000, -0.380, 0.060)
(5.000, -0.380, 0.070)
(5.000, -0.380, 0.080)
(5.000, -0.380, 0.090)
(5.000, -0.370, -0.100)
(5.000, -0.370, -0.090)
(5.000, -0.370, -0.080)
(5.000, -0.370, -0.070)
(5.000, -0.370, -0.060)
(5.000, -0.370, -0.050)
(5.000, -0.370, -0.040)
(5.000, -0.370, -0.030)
(5.000, -0.370, -0.020)
(5.000, -0.370, -0.010)
(5.000, -0.370, 0.000)
(5.000, -0.370, 0.010)
(5.000, -0.370, 0.020)
(5.000, -0.370, 0.030)
(5.000, -0.370, 0.040)
(5.000, -0.370, 0.050)
(5.000, -0.370, 0.060)
(5.000, -0.370, 0.070)
(5.000, -0.370, 0.080)
(5.000, -0.370, 0.090)
(5.000, -0.360, -0.100)
(5.000, -0.360, -0.090)
(5.000, -0.360, -0.080)
(5.000, -0.360, -0.070)
(5.000, -0.360, -0.060)
(5.000, -0.360, -0.050)
(5.000, -0.360, -0.040)
(5.000, -0.360, -0.030)
(5.000, -0.360, -0.020)
(5.000, -0.360, -0.010)
(5.000, -0.360, 0.000)
(5.000, -0.360, 0.010)
(5.000, -0.360, 0.020)
(5.000, -0.360, 0.030)
(5.000, -0.360, 0.040)
(5.000, -0.360, 0.050)
(5.000, -0.360, 0.060)
(5.000, -0.360, 0.070)
(5.000, -0.360, 0.080)
(5.000, -0.360, 0.090)
(5.000, -0.350, -0.100)
(5.000, -0.350, -0.090)
(5.000, -0.350, -0.080)
(5.000, -0.350, -0.070)
(5.000, -0.350, -0.060)
(5.000, -0.350, -0.050)
(5.000, -0.350, -0.040)
(5.000, -0.350, -0.030)
(5.000, -0.350, -0.020)
(5.000, -0.350, -0.010)
(5.000, -0.350, 0.000)
(5.000, -0.350, 0.010)
(5.000, -0.350, 0.020)
(5.000, -0.350, 0.030)
(5.000, -0.350, 0.040)
(5.000, -0.350, 0.050)
(5.000, -0.350, 0.060)
(5.000, -0.350, 0.070)
(5.000, -0.350, 0.080)
(5.000, -0.350, 0.090)
(5.000, -0.340, -0.100)
(5.000, -0.340, -0.090)
(5.000, -0.340, -0.080)
(5.000, -0.340, -0.070)
(5.000, -0.340, -0.060)
(5.000, -0.340, -0.050)
(5.000, -0.340, -0.040)
(5.000, -0.340, -0.030)
(5.000, -0.340, -0.020)
(5.000, -0.340, -0.010)
(5.000, -0.340, 0.000)
(5.000, -0.340, 0.010)
(5.000, -0.340, 0.020)
(5.000, -0.340, 0.030)
(5.000, -0.340, 0.040)
(5.000, -0.340, 0.050)
(5.000, -0.340, 0.060)
(5.000, -0.340, 0.070)
(5.000, -0.340, 0.080)
(5.000, -0.340, 0.090)
(5.000, -0.330, -0.100)
(5.000, -0.330, -0.090)
(5.000, -0.330, -0.080)
(5.000, -0.330, -0.070)
(5.000, -0.330, -0.060)
(5.000, -0.330, -0.050)
(5.000, -0.330, -0.040)
(5.000, -0.330, -0.030)
(5.000, -0.330, -0.020)
(5.000, -0.330, -0.010)
(5.000, -0.330, 0.000)
(5.000, -0.330, 0.010)
(5.000, -0.330, 0.020)
(5.000, -0.330, 0.030)
(5.000, -0.330, 0.040)
(5.000, -0.330, 0.050)
(5.000, -0.330, 0.060)
(5.000, -0.330, 0.070)
(5.000, -0.330, 0.080)
(5.000, -0.330, 0.090)
(5.000, -0.320, -0.100)
(5.000, -0.320, -0.090)
(5.000, -0.320, -0.080)
(5.000, -0.320, -0.070)
(5.000, -0.320, -0.060)
(5.000, -0.320, -0.050)
(5.000, -0.320, -0.040)
(5.000, -0.320, -0.030)
(5.000, -0.320, -0.020)
(5.000, -0.320, -0.010)
(5.000, -0.320, 0.000)
(5.000, -0.320, 0.010)
(5.000, -0.320, 0.020)
(5.000, -0.320, 0.030)
(5.000, -0.320, 0.040)
(5.000, -0.320, 0.050)
(5.000, -0.320, 0.060)
(5.000, -0.320, 0.070)
(5.000, -0.320, 0.080)
(5.000, -0.320, 0.090)
(5.000, -0.310, -0.100)
(5.000, -0.310, -0.090)
(5.000, -0.310, -0.080)
(5.000, -0.310, -0.070)
(5.000, -0.310, -0.060)
(5.000, -0.310, -0.050)
(5.000, -0.310, -0.040)
(5.000, -0.310, -0.030)
(5.000, -0.310, -0.020)
(5.000, -0.310, -0.010)
(5.000, -0.310, 0.000)
(5.000, -0.310, 0.010)
(5.000, -0.310, 0.020)
(5.000, -0.310, 0.030)
(5.000, -0.310, 0.040)
(5.000, -0.310, 0.050)
(5.000, -0.310, 0.060)
(5.000, -0.310, 0.070)
(5.000, -0.310, 0.080)
(5.000, -0.310, 0.090)
(5.000, -0.300, -0.100)
(5.000, -0.300, -0.090)
(5.000, -0.300, -0.080)
(5.000, -0.300, -0.070)
(5.000, -0.300, -0.060)
(5.000, -0.300, -0.050)
(5.000, -0.300, -0.040)
(5.000, -0.300, -0.030)
(5.000, -0.300, -0.020)
(5.000, -0.300, -0.010)
(5.000, -0.300, 0.000)
(5.000, -0.300, 0.010)
(5.000, -0.300, 0.020)
(5.000, -0.300, 0.030)
(5.000, -0.300, 0.040)
(5.000, -0.300, 0.050)
(5.000, -0.300, 0.060)
(5.000, -0.300, 0.070)
(5.000, -0.300, 0.080)
(5.000, -0.300, 0.090)
(5.000, -0.290, -0.100)
(5.000, -0.290, -0.090)
(5.000, -0.290, -0.080)
(5.000, -0.290, -0.070)
(5.000, -0.290, -0.060)
(5.000, -0.290, -0.050)
(5.000, -0.290, -0.040)
(5.000, -0.290, -0.030)
(5.000, -0.290, -0.020)
(5.000, -0.290, -0.010)
(5.000, -0.290, 0.000)
(5.000, -0.290, 0.010)
(5.000, -0.290, 0.020)
(5.000, -0.290, 0.030)
(5.000, -0.290, 0.040)
(5.000, -0.290, 0.050)
(5.000, -0.290, 0.060)
(5.000, -0.290, 0.070)
(5.000, -0.290, 0.080)
(5.000, -0.290, 0.090)
(5.000, -0.280, -0.100)
(5.000, -0.280, -0.090)
(5.000, -0.280, -0.080)
(5.000, -0.280, -0.070)
(5.000, -0.280, -0.060)
(5.000, -0.280, -0.050)
(5.000, -0.280, -0.040)
(5.000, -0.280, -0.030)
(5.000, -0.280, -0.020)
(5.000, -0.280, -0.010)
(5.000, -0.280, 0.000)
(5.000, -0.280, 0.010)
(5.000, -0.280, 0.020)
(5.000, -0.280, 0.030)
(5.000, -0.280, 0.040)
(5.000, -0.280, 0.050)
(5.000, -0.280, 0.060)
(5.000, -0.280, 0.070)
(5.000, -0.280, 0.080)
(5.000, -0.280, 0.090)
(5.000, -0.270, -0.100)
(5.000, -0.270, -0.090)
(5.000, -0.270, -0.080)
(5.000, -0.270, -0.070)
(5.000, -0.270, -0.060)
(5.000, -0.270, -0.050)
(5.000, -0.270, -0.040)
(5.000, -0.270, -0.030)
(5.000, -0.270, -0.020)
(5.000, -0.270, -0.010)
(5.000, -0.270, 0.000)
(5.000, -0.270, 0.010)
(5.000, -0.270, 0.020)
(5.000, -0.270, 0.030)
(5.000, -0.270, 0.040)
